date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:48:54	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255b4c9b1-1a8c2%22	http://preview.byaviators.com/template/superlist/assets/libraries/bootstrap-sass/fonts/bootstrap/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/libraries/bootstrap-sass/fonts/bootstrap/glyphicons-halflings-regular.svg	(from http://preview.byaviators.com/template/superlist/assets/css/superlist.css)
10:48:55	3850/3850	---MCZ	200	added ('OK')	image/png	etag:W/%2255d5cfd6-f0a%22	http://preview.byaviators.com/template/superlist/assets/img/logo.png	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/logo.png	(from http://preview.byaviators.com/template/superlist/listing-submit.html)
10:49:00	138204/138204	---M--	200	added ('OK')	application/octet-stream	etag:%2255ba207b-21bdc%22	http://preview.byaviators.com/template/superlist/assets/libraries/font-awesome/fonts/fontawesome-webfont.ttf?v=4.4.0	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/libraries/font-awesome/fonts/fontawesome-webfont93e3.ttf	(from http://preview.byaviators.com/template/superlist/assets/libraries/font-awesome/css/font-awesome.min.css)
10:49:20	146741/146741	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2255b74687-23d35%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/slider-2.jpg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/slider-2.jpg	(from http://preview.byaviators.com/template/superlist/index-bootstrap-slider.html)
10:49:22	240822/240822	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2255b53208-3acb6%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/bg-transparent.jpg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/bg-transparent.jpg	(from http://preview.byaviators.com/template/superlist/assets/css/superlist.css)
10:49:28	167652/167652	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2255b74687-28ee4%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/slider-1.jpg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/slider-1.jpg	(from http://preview.byaviators.com/template/superlist/index-bootstrap-slider.html)
10:49:33	78482/78482	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2255b74687-13292%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/slider-3.jpg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/slider-3.jpg	(from http://preview.byaviators.com/template/superlist/index-bootstrap-slider.html)
10:49:53	122389/122389	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2255cb6e13-1de15%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/gallery-3.jpg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/gallery-3.jpg	(from http://preview.byaviators.com/template/superlist/listing-detail.html)
10:50:03	210918/210918	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2255d223ff-337e6%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/gallery-1.jpg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/gallery-1.jpg	(from http://preview.byaviators.com/template/superlist/listing-detail.html)
10:50:13	119970/119970	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2255cb6e13-1d4a2%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/gallery-4.jpg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/gallery-4.jpg	(from http://preview.byaviators.com/template/superlist/listing-detail.html)
10:50:31	166261/166261	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2255cb6e13-28975%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/gallery-5.jpg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/gallery-5.jpg	(from http://preview.byaviators.com/template/superlist/listing-detail.html)
10:50:31	109017/109017	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2255cb6e13-1a9d9%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/gallery-6.jpg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/gallery-6.jpg	(from http://preview.byaviators.com/template/superlist/listing-detail.html)
10:50:59	607391/607391	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2255cb517b-9449f%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/detail-banner-1.jpg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/detail-banner-1.jpg	(from http://preview.byaviators.com/template/superlist/listing-detail.html)
10:51:00	967/967	---MCZ	200	added ('OK')	image/png	etag:W/%2255bf22d7-3c7%22	http://preview.byaviators.com/template/superlist/assets/img/transparent-marker-image.png	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/transparent-marker-image.png	(from http://preview.byaviators.com/template/superlist/listing-detail.html)
10:51:01	3397/3397	---MCZ	200	added ('OK')	image/png	etag:W/%2255c8800b-d45%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/pragmaticmates-logo.png	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/pragmaticmates-logo.png	(from http://preview.byaviators.com/template/superlist/listing-detail.html)
10:51:08	220538/220538	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2255cb6e13-35d7a%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/gallery-8.jpg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/gallery-8.jpg	(from http://preview.byaviators.com/template/superlist/listing-detail.html)
10:51:10	54351/54351	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2255ca1826-d44f%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/product-11.jpg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/product-11.jpg	(from http://preview.byaviators.com/template/superlist/listing-map.html)
10:51:16	47225/47225	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2255b4c9b1-b879%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/product-12.jpg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/product-12.jpg	(from http://preview.byaviators.com/template/superlist/listing-map.html)
10:51:24	327886/327886	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2255cb6e13-500ce%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/gallery-7.jpg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/gallery-7.jpg	(from http://preview.byaviators.com/template/superlist/listing-detail.html)
10:51:27	60921/60921	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2255ca1826-edf9%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/product-5.jpg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/product-5.jpg	(from http://preview.byaviators.com/template/superlist/)
10:51:30	118817/118817	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2255cb517b-1d021%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/blog-1.jpg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/blog-1.jpg	(from http://preview.byaviators.com/template/superlist/blog-detail.html)
10:51:32	167536/167536	---MCZ	200	added ('OK')	text/html	etag:W/%2249f45a155992af95ca35b30e130479d6%22	https://themeforest.net/item/superlist-directory-template/reviews/12623631?page=1	C:/My%20Web%20Sites/WEB9/themeforest.net/item/superlist-directory-template/reviews/126236312679.html	(from https://themeforest.net/item/superlist-directory-template/reviews/12623631?page=2)
10:51:32	53676/53676	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2255ca1826-d1ac%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/product-9.jpg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/product-9.jpg	(from http://preview.byaviators.com/template/superlist/)
10:51:33	841/841	---M--	200	added ('OK')	image/png	etag:%225e052d48-349%22	https://themeforest.net/images/smileys/wink.png	C:/My%20Web%20Sites/WEB9/themeforest.net/images/smileys/wink.png	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=12)
10:51:34	27350/27350	---MCZ	200	added ('OK')	text/html	etag:W/%2268134740a291505022523b2f89686411%22	http://preview.themeforest.net/item/superlist-directory-template/full_screen_preview/12623631?_ga=2.259400520.396271295.1494154637-1826520264.1491936782	C:/My%20Web%20Sites/WEB9/preview.themeforest.net/item/superlist-directory-template/full_screen_preview/12623631db69.html	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=12)
10:51:36	193138/193138	---MCZ	200	added ('OK')	text/html	etag:W/%22092ce625276dc19b4579da83ea59eef2%22	https://themeforest.net/item/superlist-directory-template/12623631/comments?page=13	C:/My%20Web%20Sites/WEB9/themeforest.net/item/superlist-directory-template/12623631/comments8c93.html	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=12)
10:51:36	837/837	---M--	200	added ('OK')	image/png	etag:%225e052d48-345%22	https://themeforest.net/images/smileys/happy.png	C:/My%20Web%20Sites/WEB9/themeforest.net/images/smileys/happy.png	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=1)
10:51:38	221805/221805	---MCZ	200	added ('OK')	text/html	etag:W/%2270df935c3a066748998e373aee8f2008%22	https://themeforest.net/item/superlist-directory-template/12623631/comments?page=2	C:/My%20Web%20Sites/WEB9/themeforest.net/item/superlist-directory-template/12623631/comments4658.html	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=1)
10:51:40	216165/216165	---MCZ	200	added ('OK')	text/html	etag:W/%22f7a0f0d169fc951983320c0319ebda46%22	https://themeforest.net/item/superlist-directory-template/12623631/comments?page=3	C:/My%20Web%20Sites/WEB9/themeforest.net/item/superlist-directory-template/12623631/comments9ba9.html	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=1)
10:51:46	227479/227479	---MCZ	200	added ('OK')	text/html	etag:W/%2275db27d0908fcfb1cad4f6357b3104dc%22	https://themeforest.net/item/superlist-directory-template/12623631/comments?page=4	C:/My%20Web%20Sites/WEB9/themeforest.net/item/superlist-directory-template/12623631/commentsfdb0.html	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=1)
10:51:46	218279/218279	---MCZ	200	added ('OK')	text/html	etag:W/%2240223928204a5da14362a70a56391136%22	https://themeforest.net/item/superlist-directory-template/12623631/comments?page=5	C:/My%20Web%20Sites/WEB9/themeforest.net/item/superlist-directory-template/12623631/commentsaf4d.html	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=1)
10:51:47	216545/216545	---MCZ	200	added ('OK')	text/html	etag:W/%22f1b32daa28c4ead44448d9a577f16133%22	https://themeforest.net/item/superlist-directory-template/12623631/comments?page=8	C:/My%20Web%20Sites/WEB9/themeforest.net/item/superlist-directory-template/12623631/commentsfdfa.html	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=9)
10:51:49	161302/161302	---MCZ	200	added ('OK')	text/html	etag:W/%221a467cda0fa68f4588aa695413b4b6da%22	https://themeforest.net/item/superlist-directory-template/12623631?s_rank=2	C:/My%20Web%20Sites/WEB9/themeforest.net/item/superlist-directory-template/126236318935.html	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=9)
10:51:51	27350/27350	---MCZ	200	added ('OK')	text/html	etag:W/%2211897cd90eb047ccef858b0d3e40dc12%22	http://preview.themeforest.net/item/superlist-directory-template/full_screen_preview/12623631?_ga=1.71601941.76272023.1470873608	C:/My%20Web%20Sites/WEB9/preview.themeforest.net/item/superlist-directory-template/full_screen_preview/12623631724e.html	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=10)
10:51:54	208766/208766	---MCZ	200	added ('OK')	text/html	etag:W/%22bfe61e216cc2ad60fe78eca74a104431%22	https://themeforest.net/item/superlist-directory-template/12623631/comments?page=7	C:/My%20Web%20Sites/WEB9/themeforest.net/item/superlist-directory-template/12623631/comments235c.html	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=9)
10:52:01	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2255ba207b-10d0b%22	http://preview.byaviators.com/template/superlist/assets/libraries/font-awesome/fonts/fontawesome-webfont.eot?v=4.4.0	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/libraries/font-awesome/fonts/fontawesome-webfont93e3.eot	(from http://preview.byaviators.com/template/superlist/assets/libraries/font-awesome/css/font-awesome.min.css)
10:52:02	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%2255b4c9b1-b15c%22	http://preview.byaviators.com/template/superlist/assets/libraries/bootstrap-sass/fonts/bootstrap/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/libraries/bootstrap-sass/fonts/bootstrap/glyphicons-halflings-regular.ttf	(from http://preview.byaviators.com/template/superlist/assets/css/superlist.css)
10:52:02	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2255ba207b-10d0b%22	http://preview.byaviators.com/template/superlist/assets/libraries/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/libraries/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://preview.byaviators.com/template/superlist/assets/libraries/font-awesome/css/font-awesome.min.css)
10:52:11	1488197/1488197	---M--	200	added ('OK')	video/mp4	etag:%2255d30feb-16b545%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/video.mp4	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/video.mp4	(from http://preview.byaviators.com/template/superlist/index-video.html)
10:52:14	846/846	---M--	200	added ('OK')	image/png	etag:%225e052d48-34e%22	https://themeforest.net/images/smileys/grin.png	C:/My%20Web%20Sites/WEB9/themeforest.net/images/smileys/grin.png	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=3)
10:52:15	248/248	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Dec%202019%2003:52:14%20GMT	http://codingcoast.cc/superlist_bug.png	C:/My%20Web%20Sites/WEB9/codingcoast.cc/superlist_bug.be.delayed	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=3)
10:52:23	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Dec%202019%2003:52:16%20GMT	https://codingcoast.cc/superlist_bug.png	C:/My%20Web%20Sites/WEB9/codingcoast.cc/superlist_bug.bf.delayed	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=3)
10:52:25	333042/333042	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2255d223ff-514f2%22	http://preview.byaviators.com/template/superlist/assets/img/tmp/gallery-2.jpg	C:/My%20Web%20Sites/WEB9/preview.byaviators.com/template/superlist/assets/img/tmp/gallery-2.jpg	(from http://preview.byaviators.com/template/superlist/listing-detail.html)
10:52:27	23291/23291	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2029%20Dec%202019%2003:52:26%20GMT	https://www.codingcoast.cc/superlist_bug.png	C:/My%20Web%20Sites/WEB9/www.codingcoast.cc/superlist_bug.c0.delayed	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=3)
10:52:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Dec%202019%2003:52:28%20GMT	http://themeforest.net/item/superlist-directory-template/full_screen_preview/12623631).	C:/My%20Web%20Sites/WEB9/themeforest.net/item/superlist-directory-template/full_screen_preview/12623631).c1.delayed	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=4)
10:52:30	117278/117278	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2029%20Dec%202019%2003:52:30%20GMT	https://themeforest.net/item/superlist-directory-template/full_screen_preview/12623631).	C:/My%20Web%20Sites/WEB9/themeforest.net/item/superlist-directory-template/full_screen_preview/12623631).c2.delayed	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=4)
10:52:31	255/255	---M--	302	error ('Found')	text/html	date:Sun,%2029%20Dec%202019%2003:52:31%20GMT	http://rwandaguide.info/Screen%20Shot%202016-01-03%20at%2012.22.21.png	C:/My%20Web%20Sites/WEB9/rwandaguide.info/Screen%20Shot%202016-01-03%20at%2012.22.21.c3.delayed	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=4)
10:52:33	25759/25759	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2029%20Dec%202019%2003:52:32%20GMT	https://rwandaguide.info/Screen%20Shot%202016-01-03%20at%2012.22.21.png	C:/My%20Web%20Sites/WEB9/rwandaguide.info/Screen%20Shot%202016-01-03%20at%2012.22.21.c4.delayed	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=4)
10:52:34	197869/197869	---MCZ	200	added ('OK')	text/html	etag:W/%2286ecaf0eb1629afce4cc84efd040945f%22	https://themeforest.net/item/superlist-directory-template/12623631/comments?page=6	C:/My%20Web%20Sites/WEB9/themeforest.net/item/superlist-directory-template/12623631/commentsc575.html	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=4)
10:52:36	104191/104191	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Dec%202019%2003:52:35%20GMT	https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0	C:/My%20Web%20Sites/WEB9/www.dropbox.com/s/2afsp5l3yyokjuo/ERRORec75.html	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=8)
10:52:38	104214/104214	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Dec%202019%2003:52:37%20GMT	https://www.dropbox.com/s/xibl45csf5263mm/next-pre.PNG?dl=0	C:/My%20Web%20Sites/WEB9/www.dropbox.com/s/xibl45csf5263mm/next-preec75.html	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=8)
10:52:39	117278/117278	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2029%20Dec%202019%2003:52:38%20GMT	https://themeforest.net/item/superlist-directory-template/12623631/blog-boxed.html	C:/My%20Web%20Sites/WEB9/themeforest.net/item/superlist-directory-template/12623631/blog-boxed.html	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=8)
10:52:40	117278/117278	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2029%20Dec%202019%2003:52:39%20GMT	https://themeforest.net/item/superlist-directory-template/12623631/themeforest.net/item/superlist-directory-wordpress-theme/13507181	C:/My%20Web%20Sites/WEB9/themeforest.net/item/superlist-directory-template/12623631/themeforest.net/item/superlist-directory-wordpress-theme/13507181	(from https://themeforest.net/item/superlist-directory-template/12623631/comments?page=7)
10:52:41	104160/104160	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Dec%202019%2003:52:41%20GMT	https://www.dropbox.com/s/2afsp5l3yyokjuo/cfl.dropboxstatic.com	C:/My%20Web%20Sites/WEB9/www.dropbox.com/s/2afsp5l3yyokjuo/cfl.dropboxstatic.html	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:42	321139/321139	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e052f02-4e673%22	https://cfl.dropboxstatic.com/static/compiled/js/alameda_bundle/alameda_bundle_ie-vflf48IEW.js	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/compiled/js/alameda_bundle/alameda_bundle_ie-vflf48IEW.js	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:42	13528/13528	---M--	200	added ('OK')	image/gif	etag:%225dfd613d-3570%22	https://cfl.dropboxstatic.com/static/images/icons/ajax-loading-small-blue@2x-vfl14X6Ll.gif	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/images/icons/ajax-loading-small-blue@2x-vfl14X6Ll.gif	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:42	107854/107854	---MCZ	200	added ('OK')	text/css	etag:W/%225e06f021-1a54e%22	https://cfl.dropboxstatic.com/static/css/main-vfleOW-nE.css	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/css/main-vfleOW-nE.css	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:43	790/790	---M--	200	added ('OK')	image/png	etag:%225e06724a-316%22	https://cfl.dropboxstatic.com/static/images/logo_catalog/dropbox_webclip_60_m1.png	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/images/logo_catalog/dropbox_webclip_60_m1.png	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:43	686/686	---M--	200	added ('OK')	image/png	etag:%225e06724a-2ae%22	https://cfl.dropboxstatic.com/static/images/logo_catalog/dropbox_webclip_76_m1.png	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/images/logo_catalog/dropbox_webclip_76_m1.png	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:43	1720/1720	---M--	200	added ('OK')	image/png	etag:%225e06724a-6b8%22	https://cfl.dropboxstatic.com/static/images/logo_catalog/dropbox_webclip_120_m1.png	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/images/logo_catalog/dropbox_webclip_120_m1.png	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:43	1467/1467	---M--	200	added ('OK')	image/png	etag:%225e06724a-5bb%22	https://cfl.dropboxstatic.com/static/images/logo_catalog/dropbox_webclip_152_m1.png	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/images/logo_catalog/dropbox_webclip_152_m1.png	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:43	1389/1389	---MCZ	200	added ('OK')	text/css	etag:W/%225e06f026-56d%22	https://cfl.dropboxstatic.com/static/css/preview_flexbox_layout-vflNFyVwu.css	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/css/preview_flexbox_layout-vflNFyVwu.css	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:44	2254/2254	---MCZ	200	added ('OK')	text/css	etag:W/%225e06f02b-8ce%22	https://cfl.dropboxstatic.com/static/css/file_preview-vflw10qvT.css	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/css/file_preview-vflw10qvT.css	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:44	22148/22148	---MCZ	200	added ('OK')	text/css	etag:W/%225e06f03c-5684%22	https://cfl.dropboxstatic.com/static/css/dropbox/2015/pages/index-vfleZ82qG.css	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/css/dropbox/2015/pages/index-vfleZ82qG.css	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:44	150519/150519	---MCZ	200	added ('OK')	text/css	etag:W/%225e06f01f-24bf7%22	https://cfl.dropboxstatic.com/static/css/sprites/web_sprites-vflv2MHAO.css	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/css/sprites/web_sprites-vflv2MHAO.css	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:44	1269/1269	---MCZ	200	added ('OK')	text/css	etag:W/%225dad9e5f-4f5%22	https://cfl.dropboxstatic.com/static/css/recaptcha_v2_challenge-vfl5GXpO2.css	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/css/recaptcha_v2_challenge-vfl5GXpO2.css	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:45	21185/21185	---MCZ	200	added ('OK')	text/css	etag:W/%225e067fca-52c1%22	https://cfl.dropboxstatic.com/static/css/components/login_form-vflGpe7WE.css	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/css/components/login_form-vflGpe7WE.css	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:45	20272/20272	---MCZ	200	added ('OK')	text/css	etag:W/%225de9718a-4f30%22	https://cfl.dropboxstatic.com/static/css/components/button-vflzsghBU.css	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/css/components/button-vflzsghBU.css	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:45	60253/60253	---MCZ	200	added ('OK')	text/css	etag:W/%225df950d2-eb5d%22	https://cfl.dropboxstatic.com/static/css/spectrum/index.web-vfl_-DzRS.css	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/css/spectrum/index.web-vfl_-DzRS.css	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:45	34419/34419	---MCZ	200	added ('OK')	text/css	etag:W/%225e06f034-8673%22	https://cfl.dropboxstatic.com/static/css/shmodel-vfl6ouijI.css	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/css/shmodel-vfl6ouijI.css	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:46	23098/23098	---MCZ	200	added ('OK')	text/css	etag:W/%225e070c4f-5a3a%22	https://cfl.dropboxstatic.com/static/css/freshbutton-vfljBxVBe.css	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/css/freshbutton-vfljBxVBe.css	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:46	2784/2784	---MCZ	200	added ('OK')	text/css	etag:W/%225dad9e64-ae0%22	https://cfl.dropboxstatic.com/static/css/components/exp_cards-vfl7SGVTx.css	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/css/components/exp_cards-vfl7SGVTx.css	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:46	3362/3362	---MCZ	200	added ('OK')	text/css	etag:W/%225e067fc8-d22%22	https://cfl.dropboxstatic.com/static/css/login_or_register-vflZ9ry5P.css	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/css/login_or_register-vflZ9ry5P.css	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:46	6010/6010	---MCZ	200	added ('OK')	text/css	etag:W/%225de42a79-177a%22	https://cfl.dropboxstatic.com/static/css/maestro_layout-vflTIkf8F.css	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/css/maestro_layout-vflTIkf8F.css	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:47	512/512	---MCZ	200	added ('OK')	text/css	etag:W/%225dad9e5d-200%22	https://cfl.dropboxstatic.com/static/css/accessibility-vfliGZNRm.css	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/css/accessibility-vfliGZNRm.css	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
10:52:47	36149/36149	---MCZ	200	added ('OK')	text/css	etag:W/%225e067fc3-8d35%22	https://cfl.dropboxstatic.com/static/css/legacy_packages/components-vfl4d17yY.css	C:/My%20Web%20Sites/WEB9/cfl.dropboxstatic.com/static/css/legacy_packages/components-vfl4d17yY.css	(from https://www.dropbox.com/s/2afsp5l3yyokjuo/ERROR.PNG?dl=0)
